Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Author Keywords,Index Keywords,Funding Details,Document Type,Access Type,Source
"7007085983;37666566000;","Universal credit, ubiquitous conditionality and its implications for social citizenship",2014,"Journal of Poverty and Social Justice",91,"10.1332/175982714X13875305151043","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897594755&doi=10.1332%2f175982714X13875305151043&partnerID=40&md5=13773299c804cf79e7bdc272b67c4d84","Conditionality; Social citizenship; Universal Credit; Welfare reform; Work",,,Article,,Scopus
"39162307300;7005773266;","Debating the 'post-neoliberal turn' in Latin America",2014,"Progress in Human Geography",91,"10.1177/0309132513500372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893623372&doi=10.1177%2f0309132513500372&partnerID=40&md5=b9e32922900711964583a6f56630663f","counter-neoliberalization; Latin America; neo-extractivism; neostructuralism; New Left; post-neoliberalism; social mobilization; variegated neoliberalization","economic geography; ideology; liberalization; neoliberalism; regulatory framework; Latin America",,Article,,Scopus
"9038574200;57197466413;56016935100;56017186100;","A cognitive view of reading comprehension: Implications for reading difficulties",2014,"Learning Disabilities Research and Practice",91,"10.1111/ldrp.12025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84893147371&doi=10.1111%2fldrp.12025&partnerID=40&md5=11e75408b2027cec6caedcbb077e322e",,,,Article,,Scopus
"55949250500;","Identity Politics and Politicized Identities: Identity Processes and the Dynamics of Protest",2014,"Political Psychology",91,"10.1111/pops.12167","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892883166&doi=10.1111%2fpops.12167&partnerID=40&md5=c72d006c62e7b1060a80e1f7ad98c04c","Collective identity; Dual identity; Group identification; Protest participation; Radicalization; Social movements",,,Article,,Scopus
"6602769314;55899393700;11042338700;7005287437;36093519900;","The power of anticipated feedback: Effects on students' achievement goals and achievement emotions",2014,"Learning and Instruction",91,"10.1016/j.learninstruc.2013.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886301182&doi=10.1016%2fj.learninstruc.2013.09.002&partnerID=40&md5=f14a179f48e68fbe0cecea106db381cb","Achievement emotions; Achievement feedback; Achievement goals; Test anxiety; Test emotions",,,Article,Open Access,Scopus
"55553172200;37023702600;","Working within a black box: Transparency in the collection and production of big twitter data",2014,"International Journal of Communication",91,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011592158&partnerID=40&md5=8446f1fc60225d9082ab091b344db71e","Big data; Data; Methodology; Social media",,,Article,,Scopus
"7005829926;7102776624;","Entrepreneurship in a Regional Context: Historical Roots, Recent Developments and Future Challenges [L'esprit d'entreprise dans un contexte régional: Les racines historiques, les développements récents et les défis à venir]",2014,"Regional Studies",91,"10.1080/00343404.2014.892574","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921725336&doi=10.1080%2f00343404.2014.892574&partnerID=40&md5=51e25aa006b1756d2a810eb9e36c6827","Entrepreneurship; New business formation; Regional characteristics","business development; cultural change; entrepreneur; future prospect; income; regional development; social capital",,Editorial,,Scopus
"36193120600;9735489500;35386404300;7102215276;36495855800;8634127600;36100508200;26533487100;6602338931;7402495238;7102083161;7102278216;","Acceptability and feasibility of using non-specialist health workers to deliver mental health care: Stakeholder perceptions from the PRIME district sites in Ethiopia, India, Nepal, South Africa, and Uganda",2014,"Social Science and Medicine",91,"10.1016/j.socscimed.2014.07.057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920410302&doi=10.1016%2fj.socscimed.2014.07.057&partnerID=40&md5=dd802de5d869f908cac59ad4f359d9c6","Acceptability; Feasibility; Global mental health; Low- and middle-income countries; Mental health services; Task-sharing; Task-shifting","accessibility; health services; health worker; low income population; mental health; service provision; stakeholder; Article; clinical supervision; Ethiopia; health auxiliary; health care access; health care delivery; health personnel attitude; health program; human; India; mental health care; mental health service; personnel management; primary medical care; program acceptability; program feasibility; qualitative research; resource management; South Africa; Uganda; workman compensation; Africa; Asia; attitude to health; developing country; health care personnel; in service training; interview; manpower; Mental Disorders; organization and management; primary health care; Ethiopia; India; Nepal; South Africa; Uganda; Africa; Asia, Western; Community Health Workers; Developing Countries; Health Knowledge, Attitudes, Practice; Health Personnel; Health Services Accessibility; Humans; Inservice Training; Interviews as Topic; Mental Disorders; Mental Health Services; Primary Health Care; Qualitative Research","",Article,Open Access,Scopus
"7801538781;55613009100;56449410100;56270994200;","Conceptualization of Sexual Orientation Identity Among Sexual Minorities: Patterns Across Sexual and Gender Identity",2014,"Journal of Bisexuality",91,"10.1080/15299716.2014.933466","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84918534297&doi=10.1080%2f15299716.2014.933466&partnerID=40&md5=38c58dcda3068ac278c76517480fca2e","asexual; cisgender; gender identity; LGBTQ; monosexual; pansexual; plurisexual; sexual identity; sexual orientation; transgender",,,Article,,Scopus
"35942348700;","Can society be commodities all the way down? Post-Polanyian reflections on capitalist crisis",2014,"Economy and Society",91,"10.1080/03085147.2014.898822","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916199606&doi=10.1080%2f03085147.2014.898822&partnerID=40&md5=01696d77f5cd317ef32f8bfc4a04815b","capitalist crisis; commodification; domination; double movement; Karl Polanyi","biotechnology; capital; carbon emission; commodity market; financial crisis",,Article,,Scopus
"56306415700;7003593694;","The impact of weather conditions on bikeshare trips in Washington, DC",2014,"Transportation",91,"10.1007/s11116-014-9540-7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912050637&doi=10.1007%2fs11116-014-9540-7&partnerID=40&md5=d243f308a6086d602d9ca7f248876449","Bicycle sharing; Multivariate analysis; Transit; Weather","Multivariant analysis; Rain; Subway stations; Weathering; Bicycle sharing; Cold temperatures; High humidity; Humidity levels; Impact of weather conditions; Metro stations; Multi variate analysis; Transit; Meteorology; climate effect; cycle transport; infrastructural development; multivariate analysis; precipitation intensity; temperature effect; transportation planning; travel behavior; urban area; District of Columbia; United States; Washington [District of Columbia]",,Article,,Scopus
"56145216900;56102155000;7102659920;","Special education teacher burnout: A synthesis of research from 1979 to 2013",2014,"Education and Treatment of Children",91,"10.1353/etc.2014.0032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908077671&doi=10.1353%2fetc.2014.0032&partnerID=40&md5=ed8ba050773eaf1d0dec9ca46defb809","Emotional disturbance; Maslach burnout inventory; Role ambiguity; Role conflict; Special education; Teacher burnout",,,Article,,Scopus
"35096268200;36132073600;","Cosmopolitanism as Cultural Capital: Exploring the Intersection of Globalization, Education and Stratification",2014,"Cultural Sociology",91,"10.1177/1749975514523935","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907197465&doi=10.1177%2f1749975514523935&partnerID=40&md5=69127df81834793908593c00dc1c1e61","Bourdieu; cosmopolitan; cosmopolitanism; cultural capital; education; globalization; higher education; stratification; universities",,,Article,,Scopus
"6603965607;7004224840;7006390201;56459448200;","Using Structural Equation Modeling to Assess Functional Connectivity in the Brain: Power and Sample Size Considerations",2014,"Educational and Psychological Measurement",91,"10.1177/0013164414525397","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906872045&doi=10.1177%2f0013164414525397&partnerID=40&md5=87882feda89911fbc6b78e71c4dbbd83","brain connectivity; Monte Carlo simulation; power; RMSEA; structural equation modeling (SEM)",,,Article,,Scopus
"6602724914;56026969500;","From Planning to Implementation: Top-Down and Bottom-Up Approaches for Collaborative Watershed Management",2014,"Policy Studies Journal",91,"10.1111/psj.12067","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905814597&doi=10.1111%2fpsj.12067&partnerID=40&md5=252905d8dd9b1f38e078be8628ab2c10","Collaboration; Implementation; Stakeholder; Watershed","bottom-up approach; landowner; participatory approach; policy implementation; social capital; stakeholder; top-down approach; water management; water quality; watershed; Germany; Lower Saxony; Ohio; United States",,Article,,Scopus
"7003889729;","Automated media: An institutional theory perspective on algorithmic media production and consumption",2014,"Communication Theory",91,"10.1111/comt.12039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904360045&doi=10.1111%2fcomt.12039&partnerID=40&md5=80d41b82730272e23e279d8f211b9a8e",,"algorithm; analytical framework; automation; communication; mass media; theoretical study",,Article,,Scopus
"6602386101;20433500200;","Who protests in Greece? Mass opposition to austerity",2014,"British Journal of Political Science",91,"10.1017/S0007123413000112","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902159009&doi=10.1017%2fS0007123413000112&partnerID=40&md5=0b85952efab5a6ab87fb34efc014a10a",,,,Article,,Scopus
"55247661600;8856583300;","Ice plug prevents irreversible discharge from east Antarctica",2014,"Nature Climate Change",91,"10.1038/nclimate2226","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901624704&doi=10.1038%2fnclimate2226&partnerID=40&md5=8057f677c2f9cad12b30f8086b5700fe",,"discharge; glacier mass balance; ice; ice sheet; marine environment; melting; numerical model; Antarctica","NNX13AM16G, NNX09AJ38C, NNX13AK27G

",Article,,Scopus
"7202371155;55208811500;55253858100;","Understanding online shopping intention: The roles of four types of trust and their antecedents",2014,"Internet Research",91,"10.1108/IntR-01-2013-0007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900875226&doi=10.1108%2fIntR-01-2013-0007&partnerID=40&md5=3a2486f864e04878b480306b25ecda22","Antecedent; Online group-buying auction; Online shopping; Perceived risk; Trust",,,Article,,Scopus
"7005057564;36489258000;55387490000;7003316543;7005685014;50961710800;8633152200;26536990900;7004119524;55523988500;6602302158;36339388700;39761808300;6701768949;56166081100;56166215000;7402772964;","What makes a group worth dying for? Identity fusion fosters perception of familial ties, promoting self-sacrifice",2014,"Journal of Personality and Social Psychology",91,"10.1037/a0036089","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900862602&doi=10.1037%2fa0036089&partnerID=40&md5=d2d763193b7b7be6db69387e3d333c75","Culture; Identity fusion; Self-sacrifice","adolescent; adult; altruism; attitude to death; cultural anthropology; emotion; family; female; human; human relation; identity; international cooperation; male; perception; physiology; psychology; social behavior; student; young adult; Adolescent; Adult; Altruism; Attitude to Death; Culture; Emotions; Family; Female; Humans; Identification (Psychology); Internationality; Interpersonal Relations; Male; Social Identification; Social Perception; Students; Young Adult",,Article,,Scopus
"6507116397;26533217200;24768172100;","Strategic narrative: A new means to understand soft power",2014,"Media, War and Conflict",91,"10.1177/1750635213516696","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899582438&doi=10.1177%2f1750635213516696&partnerID=40&md5=d0a201c469e533d2b8aff542f124055d","Communication power; Influence; Narratives; Power; Soft power; Strategic narratives",,,Article,,Scopus
"55093589500;6507218136;","PBL and CDIO: Complementary models for engineering education development",2014,"European Journal of Engineering Education",91,"10.1080/03043797.2014.895703","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896408998&doi=10.1080%2f03043797.2014.895703&partnerID=40&md5=921bd77469e88594bcbf7222ed1229d2","CDIO; Change strategy; Curriculum development; Educational development; PBL; Problem-based learning; Project-based learning","Curricula; Education; CDIO; Change strategy; Curriculum development; Educational development; Problem based learning; Project based learning; Engineering education",,Article,,Scopus
"6603661563;22334300200;","Distance as asset? Knowledge collaboration in hybrid virtual communities",2014,"Journal of Economic Geography",91,"10.1093/jeg/lbt014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894030425&doi=10.1093%2fjeg%2flbt014&partnerID=40&md5=24d5902eeb232a2f5ac9d70cdf3d7a56","Distance; Knowledge practices; Proximity; Virtual communities",,,Article,,Scopus
"55490387800;56573372200;55490324500;55489490300;55907038800;","A thematic analysis of the most highly cited scholarship in the first decade of blended learning research",2014,"Internet and Higher Education",91,"10.1016/j.iheduc.2013.09.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84886677617&doi=10.1016%2fj.iheduc.2013.09.004&partnerID=40&md5=2f44ee314ec3141a9ecffae4b0d96942","Blended learning; Hybrid learning; Impact; Online and face-to-face instruction; Research Trends; Technology-mediated teaching","Blended learning; Face-to-face instruction; Hybrid learning; Impact; Research trends; Computer applications; Internet; Research","3P

",Article,,Scopus
"55895324500;7402933134;55872258200;","A review of recent studies on sustainable urban renewal",2014,"Habitat International",91,"10.1016/j.habitatint.2013.08.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884957023&doi=10.1016%2fj.habitatint.2013.08.006&partnerID=40&md5=df923b764712ec191ec40b2f664e2eff","Planning; Sustainability; Urban renewal","future prospect; sustainability; urban planning; urban policy; urban renewal; urban system",,Review,,Scopus
"15022027700;6603895934;6603160527;","ILOGP: A simple, robust, and efficient description of n-octanol/water partition coefficient for drug design using the GB/SA approach",2014,"Journal of Chemical Information and Modeling",90,"10.1021/ci500467k","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84919622603&doi=10.1021%2fci500467k&partnerID=40&md5=901ca3c1d60c5652db6b6ae5f6535aa1",,"Alcohols; Bioinformatics; Computational efficiency; Drug delivery; Free energy; Molecular graphics; Molecules; Data randomization; Implicit solvents; Linear correlation; Multiple linear models; Physicochemical parameters; Predictive capacity; Predictive power; Solvation free energies; Design; octanol; solvent; water; algorithm; chemistry; conformation; drug design; molecular dynamics; statistical model; thermodynamics; 1-Octanol; Algorithms; Drug Design; Linear Models; Molecular Conformation; Molecular Dynamics Simulation; Solvents; Thermodynamics; Water",,Article,,Scopus
"24504020400;36242495500;","Between Rhetoric and Practice: Explaining the gap between role conception and performance in journalism",2014,"Journalism Studies",90,"10.1080/1461670X.2013.838046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892494666&doi=10.1080%2f1461670X.2013.838046&partnerID=40&md5=4d4af8ab772c452c38a91dc463d8c5f8","autonomy; content analysis; journalism; journalists; role conceptions; role performance; survey",,"1110009",Article,,Scopus
"56382493700;55558809100;56111699000;55797858700;56381835900;55683876100;54945020800;56218155200;55839766300;56382124600;24385307600;57199419384;55075616100;56382444000;55318709300;56382018200;56381903600;56382532300;56382016100;57204368017;56382190800;56382191200;23398461000;56382357900;56382421400;55214796700;56382510900;","Commercial Arctic shipping through the Northeast Passage: routes, resources, governance, technology, and infrastructure",2014,"Polar Geography",90,"10.1080/1088937X.2014.965769","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84916942616&doi=10.1080%2f1088937X.2014.965769&partnerID=40&md5=a9f9050456f705614c49efa659b804ad",,"governance approach; maritime transportation; natural resource; sea ice; shipping; transportation infrastructure; transportation technology; Arctic","GA 295092

NOR13/0095",Article,Open Access,Scopus
"34873182400;55892979600;7401685249;54398636900;","Consumers’ Perceptions of Corporate Social Responsibility: Scale Development and Validation",2014,"Journal of Business Ethics",90,"10.1007/s10551-013-1787-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881281609&doi=10.1007%2fs10551-013-1787-y&partnerID=40&md5=b37cc37d6611407ab08a4f515381b866","Consumer perceptions of CSR; Corporate social responsibility; CSR measurement tools; CSR policies; CSR programs; Gestalt of CSR; Scale development",,,Article,,Scopus
"9334045600;14029999800;","Does board gender diversity have a financial impact? Evidence using stock portfolio performance",2014,"Journal of Business Ethics",90,"10.1007/s10551-013-1785-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879715722&doi=10.1007%2fs10551-013-1785-0&partnerID=40&md5=23f3cc741aaa560f9f9e7c8ad9481836","Corporate governance; Financial performance; Gender diversity",,"",Article,,Scopus
"35616562500;55267430700;36806761600;7005488849;55270357100;55652735400;","A crafts-oriented approach to computing in high school: Introducing computational concepts, practices, and perspectives with electronic textiles",2014,"ACM Transactions on Computing Education",90,"10.1145/2576874","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84898064688&doi=10.1145%2f2576874&partnerID=40&md5=7a990e6eae14dc96438f0171b96d6458","Education; Electronic textiles; K-12","Design and implementations; Design approaches; E-textiles; Electronic textiles; High school; Introductory course; K-12; Program code; Curricula; Education; Program debugging; Textiles","0855868/0855886",Article,,Scopus
"26326109500;","A Very ""Gay"" Straight?: Hybrid Masculinities, Sexual Aesthetics, and the Changing Relationship between Masculinity and Homophobia",2014,"Gender and Society",90,"10.1177/0891243213503901","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892528931&doi=10.1177%2f0891243213503901&partnerID=40&md5=2a4ac28b9157a609cff77ff510e50ddb","gay aesthetics; hegemonic masculinity; hybrid masculinities; hybridity; sexual aesthetics",,,Article,,Scopus
"25641733300;13102567800;56653023500;7201885639;7402341868;55502649800;15029033200;","Do marine protected areas deliver flows of ecosystem services to support human welfare?",2014,"Marine Policy",90,"10.1016/j.marpol.2013.08.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889588965&doi=10.1016%2fj.marpol.2013.08.011&partnerID=40&md5=44530d3a8d3dc3709ae8dd457882121a","Coastal governance; Ecosystem services; Habitats and species; Marine protected areas; Protected features","coastal zone management; ecosystem function; ecosystem service; environmental protection; governance approach; habitat restoration; hypothesis testing; marine ecosystem; marine park; welfare impact; England; Scotland; United Kingdom; Wales","",Article,,Scopus
"35321879100;34872691500;15757680000;57200738501;","Modeling urban land-use dynamics in a fast developing city using the modified logistic cellular automaton with a patch-based simulation strategy",2014,"International Journal of Geographical Information Science",90,"10.1080/13658816.2013.831868","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888038481&doi=10.1080%2f13658816.2013.831868&partnerID=40&md5=33f236ed80120bb87b2082a0f09c120a","cellular automata; Patch-Logistic-CA; urban simulation","cellular automaton; developing world; land use change; numerical model; urban development; urban growth; China; Guangdong; Guangzhou","2011CB707103

3149001

41171308",Article,,Scopus
"15019158400;6603081250;","Advertising, big data, and the clearance of the public realm: Marketers' new approaches to the content subsidy",2014,"International Journal of Communication",90,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011627927&partnerID=40&md5=36090445282c9321ae597d841c116c5a",,,,Article,,Scopus
"7005432249;54893327300;6505925236;22233383300;56108171800;55355240000;56108020500;56060845000;37664492300;26025088200;24490961200;23392612400;25824318400;25228330300;56104699300;55931099700;7101727056;53865439800;55558317200;56108056700;8565596200;6603887075;8982739600;36460376700;","Adapting cities to climate change: A systemic modelling approach",2014,"Urban Climate",90,"10.1016/j.uclim.2014.03.004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927951791&doi=10.1016%2fj.uclim.2014.03.004&partnerID=40&md5=39b7c7ddde2f2cd7635865473ed245f1","Adaptation; Cities; Climate Change; Systemic modelling; Urban Heat Island",,"RTRA STAE – ACCLIMAT, ANR-09-VILL-0003, ANR-08-VULN-013",Article,Open Access,Scopus
"7801581984;","Implementing and complying with EU governance outputs",2014,"Living Reviews in European Governance",90,"10.12942/lreg-2014-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924908023&doi=10.12942%2flreg-2014-1&partnerID=40&md5=c75c2c177c965c03b1f2c1a494377dfe","Directives; European law; Europeanisation; Implementation; Methodological issues; Policy analysis; Regulations",,,Article,Open Access,Scopus
"54935673600;16306411200;35407131000;8300411600;23037745200;","University partnerships for co-designing and co-producing urban sustainability",2014,"Global Environmental Change",90,"10.1016/j.gloenvcha.2014.06.009","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922349294&doi=10.1016%2fj.gloenvcha.2014.06.009&partnerID=40&md5=d8cd13d5c732e4bb26257f5d5616d564","Co-design; Co-production; Stakeholder collaborations; Sustainability; University partnerships; Urban","environmental economics; environmental policy; partnership approach; regional planning; sustainability; urban ecosystem; urban planning; design method; industrialization; project management; stakeholder; strategic approach; technological change; university sector; urban area; Asia; Europe; North America",,Article,,Scopus
"55579490400;54930029900;15761861600;6508146659;","The Influence of Calorie Labeling on Food Orders and Consumption: A Review of the Literature",2014,"Journal of Community Health",90,"10.1007/s10900-014-9876-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84912034823&doi=10.1007%2fs10900-014-9876-0&partnerID=40&md5=0794a9b1c036479a8b4b82ca3851ed72","Calorie labeling; Fast food; Menu labeling; Nutrition policy; Obesity","caloric intake; eating; fast food; food packaging; human; obesity; Eating; Energy Intake; Fast Foods; Food Labeling; Humans; Obesity",,Review,,Scopus
"8583970000;14056034600;","Quality criteria for visions and visioning in sustainability science",2014,"Sustainability Science",90,"10.1007/s11625-013-0208-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84910139431&doi=10.1007%2fs11625-013-0208-6&partnerID=40&md5=5185500318cfe6e45d4fdf43b10b4dfc","Methodology; Participatory research; Sustainable futures; Transformational sustainability science; Visioning; Visions",,,Article,,Scopus
"7406217338;","Out of the shadows: a classification of economies by the size and character of their informal sector",2014,"Work, Employment and Society",90,"10.1177/0950017013501951","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84908505794&doi=10.1177%2f0950017013501951&partnerID=40&md5=fff0e03e303d64a4bacb9e6a34fa884f","economic development; European Union; informal sector; shadow economy; underground economy",,,Article,,Scopus
"55191148500;","Towards a dialogic syntax",2014,"Cognitive Linguistics",90,"10.1515/cog-2014-0024","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84907623609&doi=10.1515%2fcog-2014-0024&partnerID=40&md5=1cab0e3b4a920a26586b4710e3226b95","analogy; diagraph; dialogic syntax; dialogicality; parallelism; priming; prior text; resonance; structure-coupling; structure-mapping",,,Article,,Scopus
"7403146779;7402055394;55876892700;55761607400;","Incentives for China's urban mayors to mitigate pollution externalities: The role of the central government and public environmentalism",2014,"Regional Science and Urban Economics",90,"10.1016/j.regsciurbeco.2013.09.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906942930&doi=10.1016%2fj.regsciurbeco.2013.09.003&partnerID=40&md5=d2e2c432b007ba3d8518559de5012f09","China; Political economy; Pollution; Urban mayors","environmentalism; incentive; leadership; local government; political economy; pollution control; urban planning; China",,Article,,Scopus
"55948351200;56162795500;","The Multiple Facets of Influence: Identifying Political Influentials and Opinion Leaders on Twitter",2014,"American Behavioral Scientist",90,"10.1177/0002764214527088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84906761578&doi=10.1177%2f0002764214527088&partnerID=40&md5=884486aeabfeddc29942e270d1c0c91f","influence; online communities; social media; social network analysis; Twitter",,,Article,,Scopus
"56318515700;56318721500;56318642700;56319391300;8964575000;55372011600;55566315100;","An emerging eco-habitus: The reconfiguration of high cultural capital practices among ethical consumers",2014,"Journal of Consumer Culture",90,"10.1177/1469540514526227","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905828073&doi=10.1177%2f1469540514526227&partnerID=40&md5=38d2668f19bf4c809d6de11bffb158ed","Cultural Capital; Habitus; Political consumption; Social class; Sustainability",,"",Article,,Scopus
"24360077300;16312559000;55674997200;55555003400;35955871900;","Mentoring of new teachers as a contested practice: Supervision, support and collaborative self-development",2014,"Teaching and Teacher Education",90,"10.1016/j.tate.2014.07.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905261347&doi=10.1016%2fj.tate.2014.07.001&partnerID=40&md5=33936fedacd32c84f17d11625a048b24","Early career teachers; Mentoring; Newly qualified teachers; Practice theory; Professional development; Teacher induction",,"526885-LLP-1-2012-1-TR-COMENIUS-CMP",Article,,Scopus
"55217808400;57204960429;7202903038;7201777281;","Big Data: Methodological Challenges and Approaches for Sociological Analysis",2014,"Sociology",90,"10.1177/0038038513511561","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904495733&doi=10.1177%2f0038038513511561&partnerID=40&md5=61d0b2d5da0d980ec85bf7b87ea37b41","Big Data; information flow; methodology; networks; Twitter; Web Science",,,Article,,Scopus
"6602452248;7006862636;","Fuzzy Cognitive Maps for futures studies-A methodological assessment of concepts and methods",2014,"Futures",90,"10.1016/j.futures.2014.05.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84904189373&doi=10.1016%2fj.futures.2014.05.002&partnerID=40&md5=a3cea64636ad22d72ff764f65b164ed8","Future studies; Fuzzy Cognitive Maps; Mental model; Scenarios; System thinking","fuzzy mathematics; map; modeling; multivariate analysis",,Article,,Scopus
"55060927900;35335132000;","Can Professional Environments in Schools Promote Teacher Development? Explaining Heterogeneity in Returns to Teaching Experience",2014,"Educational Evaluation and Policy Analysis",90,"10.3102/0162373713519496","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903891228&doi=10.3102%2f0162373713519496&partnerID=40&md5=58072b88bc007083cb8c5eb6b4a48e2b","professional development; professional environment; returns to experience; school context; teacher development",,"R305C090023

",Article,,Scopus
"55338232100;","Devolving the carceral state: Race, prisoner reentry, and the micro-politics of urban poverty management",2014,"Punishment and Society",90,"10.1177/1462474514527487","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84903784983&doi=10.1177%2f1462474514527487&partnerID=40&md5=484bd6162be37e0fd32974e160bf1973","political sociology; prisoner reentry; rehabilitation; social welfare; urban poverty",,"H-21637G

",Article,,Scopus
"35942229400;36132023000;14062947700;","Coalescence and fragmentation in the late Pleistocene archaeology of southernmost Africa",2014,"Journal of Human Evolution",90,"10.1016/j.jhevol.2014.03.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902334027&doi=10.1016%2fj.jhevol.2014.03.003&partnerID=40&md5=aa2cad9f3b422f17d8d75ccb62628396","Cultural transmission; Howiesons Poort; Lithic technology; Middle and Later Stone Age; Ornaments; Still Bay","archaeology; coalescence; cultural relations; fragmentation; marine isotope stage; Mesolithic; Pleistocene; South Africa; Still Bay; Western Cape; animal; archeology; demography; fossil; history; history; human; social behavior; South Africa; technology; Animals; Archaeology; Demography; Fossils; History, Ancient; Humans; Social Behavior; South Africa; Technology","DE130100068, DP1092445

SG-50844

FP/2007–2013

258657

8166",Article,,Scopus
"56184621100;35240693300;7404036753;","Predicting Hotel Demand Using Destination Marketing Organization's Web Traffic Data",2014,"Journal of Travel Research",90,"10.1177/0047287513500391","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84901638068&doi=10.1177%2f0047287513500391&partnerID=40&md5=7c8520e1a0675e6f762c91f9ae501106","big data; hotel occupancy; online data; time series; tourism demand forecasting; website traffic","forecasting method; organizational framework; time series analysis; tourism market; tourist destination; travel demand; World Wide Web",,Article,,Scopus
"55285589900;8660254100;","A study on smart parking guidance algorithm",2014,"Transportation Research Part C: Emerging Technologies",90,"10.1016/j.trc.2014.04.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900825042&doi=10.1016%2fj.trc.2014.04.010&partnerID=40&md5=8979f50b385c6c5975502429d6efe194","City transportation management; Parking facility; Parking guidance algorithm; Smart parking guidance","Carbon dioxide; Energy utilization; Smart city; Traffic congestion; Algorithms; Driving distance; Intelligent solutions; Parking facilities; Parking guidances; Simulation tests; Smart parking; Spatial resources; Transportation management; Parking; algorithm; computer simulation; parking; public space; real time; traffic congestion; urban transport; transportation development","NRF-2013R1A1A2008939

",Article,,Scopus
"6506356813;19638491400;55823370600;6701348764;6603063959;","Creating a Vision for the Future: Key Competencies and Strategies for Culturally Competent Practice With Lesbian, Gay, Bisexual, and Transgender (LGBT) Older Adults in the Health and Human Services",2014,"Journal of Gerontological Social Work",90,"10.1080/01634372.2014.890690","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900469365&doi=10.1080%2f01634372.2014.890690&partnerID=40&md5=085e362264579b2264466f56f3fce220","bisexual; cultural competency training; diversity; educational standards; gay; lesbian; LGBT; minority aging; transgender","aged; bisexuality; cultural competence; education; elderly care; female; forecasting; health personnel attitude; health service; homophobia; human; lesbianism; male; male homosexuality; professional competence; social work; standards; transgender; trends; United States; Aged; Attitude of Health Personnel; Bisexuality; Cultural Competency; Female; Forecasting; Health Services for the Aged; Health Services Needs and Demand; Homophobia; Homosexuality, Female; Homosexuality, Male; Humans; Male; Professional Competence; Social Work; Transgender Persons; United States",,Article,,Scopus
