Source title,CiteScore,Highest percentile,2010-13 Citations,2010-13 Documents,% Cited,SNIP,SJR,Publisher,ISSN
Problemy Ekorozwoju,3.6,"92.0%
42/561
Geography, Planning and Development",343,96,67,1.247,0.34,Politechnika Lubelska,18956912
Spatial Economic Analysis,3.6,"96.0%
7/168
General Economics, Econometrics and Finance",264,74,89,1.246,1.244,Taylor & Francis,17421772
Systematics and Biodiversity,3.6,"79.0%
75/362
Plant Science",494,138,78,1.224,1.071,Taylor & Francis,14772000
Taxon,3.6,"79.0%
74/362
Plant Science",2386,660,62,1.859,0.866,International Association for Plant Taxonomy,400262
Theriogenology,3.6,"97.0%
1/18
Small Animals",5282,1461,74,1.334,1.084,Elsevier,0093691X
Urban Forestry and Urban Greening,3.6,"90.0%
13/131
Forestry",697,195,65,1.734,1.468,Elsevier,16188667
Animal Feed Science and Technology,3.5,"87.0%
44/336
Animal Science and Zoology",2643,762,70,1.362,1.126,Elsevier,3778401
Applied Geochemistry,3.5,"74.0%
26/101
Pollution",3330,944,74,1.272,0.964,Elsevier,8832927
Aquaculture,3.5,"74.0%
49/188
Aquatic Science",6425,1861,70,1.288,1.151,Elsevier,448486
Austral Ecology,3.5,"74.0%
72/282
Ecology",1352,389,76,0.878,1.023,Wiley-Blackwell,14429985
Canadian Journal of Forest Research,3.5,"89.0%
14/131
Forestry",2497,714,74,1.077,1.123,NRC Research Press,455067
Computers and Geotechnics,3.5,"91.0%
14/162
Geotechnical Engineering and Engineering Geology",1575,456,69,2.866,2.05,Elsevier,0266352X
Environment and Planning A,3.5,"91.0%
47/561
Geography, Planning and Development",2348,676,70,1.44,1.535,SAGE,0308518X
Food and Environmental Virology,3.5,"82.0%
42/238
Food Science",354,101,63,0.659,0.879,Springer Nature,18670334
Geochemical Journal,3.5,"73.0%
25/94
Geophysics",504,143,80,0.99,0.63,Business Center for Academic Societies Japan/Nihon Gakkai Jimu Senta,167002
"Geografiska Annaler, Series A: Physical Geography",3.5,"92.0%
44/561
Geography, Planning and Development",394,112,81,0.919,0.913,Taylor & Francis,4353676
Ground Water,3.5,"84.0%
28/182
Water Science and Technology",1273,367,68,1.449,1.238,Wiley-Blackwell,
Human Nature,3.5,"93.0%
17/251
Anthropology",339,96,68,1.06,1.182,Springer Nature,10456767
International Journal of Rock Mechanics and Minings Sciences,3.5,"92.0%
12/162
Geotechnical Engineering and Engineering Geology",2171,623,68,2.532,1.858,Elsevier,13651609
"Journal of Comparative Physiology A: Neuroethology, Sensory, Neural, and Behavioral Physiology",3.5,"87.0%
43/336
Animal Science and Zoology",1211,347,75,0.853,0.998,Springer Nature,3407594
Journal of Geotechnical and Geoenvironmental Engineering - ASCE,3.5,"92.0%
13/162
Geotechnical Engineering and Engineering Geology",2322,669,69,2.938,2.53,ASCE,10900241
Journal of Nutrition and Metabolism,3.5,"82.0%
41/238
Food Science",653,184,77,0.987,0.872,Hindawi,20900724
Journal of Sedimentary Research,3.5,"76.0%
47/200
Geology",888,252,72,1.158,1.29,SEPM Society for Sedimentary Geology,15271404
Limnologica,3.5,"75.0%
47/188
Aquatic Science",679,193,79,1.46,0.671,Elsevier,759511
Marine Mammal Science,3.5,"74.0%
48/188
Aquatic Science",998,287,78,1.209,1.193,Wiley-Blackwell,8240469
Myrmecological News,3.5,"85.0%
18/120
Insect Science",314,90,73,1.243,0.979,Austrian Society of Entomofaunistics,19944136
Natural Hazards and Earth System Sciences,3.5,"91.0%
15/167
General Earth and Planetary Sciences",3727,1057,74,1.251,0.935,Copernicus,#N/A
Nutrient Cycling in Agroecosystems,3.5,"85.0%
42/291
Agronomy and Crop Science",1065,305,76,1.266,0.848,Springer Nature,13851314
Regional Environmental Change,3.5,"63.0%
18/49
Global and Planetary Change",1098,314,75,1.286,1.065,Springer Nature,14363798
Seed Science Research,3.5,"78.0%
79/362
Plant Science",444,128,68,1.334,1.102,Cambridge University Press,9602585
Xenobiotica,3.5,"61.0%
39/100
Health, Toxicology and Mutagenesis",1515,428,76,0.831,0.71,Taylor & Francis,498254
Acta Palaeontologica Polonica,3.4,"78.0%
19/86
Paleontology",831,248,82,0.925,0.858,Polska Akademia Nauk,5677920
Agriculture and Human Values,3.4,"84.0%
47/291
Agronomy and Crop Science",524,155,67,1.373,1.069,Springer Nature,0889048X
Animal,3.4,"85.0%
48/336
Animal Science and Zoology",3219,949,70,1.237,1.097,Cambridge University Press,17517311
Biosystems Engineering,3.4,"86.0%
47/336
Animal Science and Zoology",1896,555,71,1.707,0.783,Elsevier,15375110
Bulletin of Earthquake Engineering,3.4,"89.0%
17/162
Geotechnical Engineering and Engineering Geology",1131,335,67,1.628,1.216,Springer Nature,1570761X
Bulletin of the New Zealand Society for Earthquake Engineering,3.4,"90.0%
16/162
Geotechnical Engineering and Engineering Geology",340,100,57,1.189,0.784,New Zealand National Society for Earthquake Engineering,11749857
Chemoecology,3.4,"68.0%
160/504
Ecology, Evolution, Behavior and Systematics",352,104,77,0.942,0.795,Springer Nature,9377409
"Clean - Soil, Air, Water",3.4,"84.0%
29/182
Water Science and Technology",2071,612,69,0.939,0.708,Wiley-Blackwell,18630650
Cold Regions Science and Technology,3.4,"91.0%
15/162
Geotechnical Engineering and Engineering Geology",1542,451,72,1.76,0.712,Elsevier,0165232X
Comptes Rendus - Biologies,3.4,"83.0%
26/157
General Agricultural and Biological Sciences",1085,320,66,0.977,0.743,Academie des Sciences,16310691
Comptes Rendus - Geoscience,3.4,"90.0%
16/167
General Earth and Planetary Sciences",906,265,75,0.991,0.826,Academie des Sciences,16310713
Earth Interactions,3.4,"89.0%
18/167
General Earth and Planetary Sciences",334,98,61,0.745,1.282,American Meteorological Society,10873562
Environmental Management,3.4,"74.0%
73/282
Ecology",2627,770,68,1.236,0.977,Springer Nature,0364152X
Environmental Values,3.4,"97.0%
9/407
Philosophy",364,107,97,1.293,0.834,White Horse Press,9632719
Food and Nutrition Research,3.4,"82.0%
43/238
Food Science",288,84,87,0.795,0.753,Swedish Nutrition Foundation,16546628
Forest Policy and Economics,3.4,"92.0%
70/902
Sociology and Political Science",1333,389,75,1.456,1.119,Elsevier,13899341
Forestry,3.4,"87.0%
17/131
Forestry",701,208,69,1.219,1.149,Oxford University Press,0015752X
Frontiers in Plant Science,3.4,"77.0%
81/362
Plant Science",1904,558,81,0.727,1.762,Frontiers Media S.A.,1664462X
International Journal of Digital Earth,3.4,"88.0%
19/167
General Earth and Planetary Sciences",501,149,70,2.123,0.838,Taylor & Francis,17538947
International Journal of Environmental Research and Public Health,3.4,"77.0%
97/438
Public Health, Environmental and Occupational Health",4404,1280,61,1.328,0.849,Multidisciplinary Digital Publishing Institute (MDPI),16617827
Irrigation Science,3.4,"83.0%
30/182
Water Science and Technology",707,211,74,2.205,1.105,Springer Nature,3427188
Journal of Agricultural Economics,3.4,"85.0%
77/510
Economics and Econometrics",475,141,63,1.75,1.089,Wiley-Blackwell,0021857X
Journal of Agricultural Science,3.4,"86.0%
46/336
Animal Science and Zoology",872,253,70,1.509,0.822,Cambridge University Press,218596
Journal of Environmental Sciences,3.4,"81.0%
35/183
General Environmental Science",4083,1192,68,1.581,0.884,IOS Press,10010742
Journal of Plant Growth Regulation,3.4,"85.0%
44/291
Agronomy and Crop Science",811,236,71,1.055,0.792,Springer Nature,7217595
Journal of the Science of Food and Agriculture,3.4,"84.0%
46/291
Agronomy and Crop Science",5698,1670,73,1.234,0.852,Wiley-Blackwell,225142
Journal of Vertebrate Paleontology,3.4,"79.0%
18/86
Paleontology",1751,513,74,0.966,1.094,Taylor & Francis,2724634
Multiscale Modeling and Simulation,3.4,"80.0%
43/213
Modeling and Simulation",767,225,74,1.283,1.547,Society for Industrial and Applied Mathematics,15403459
Palaeontology,3.4,"80.0%
17/86
Paleontology",1047,305,80,1.216,1.128,Wiley-Blackwell,310239
Population Ecology,3.4,"68.0%
158/504
Ecology, Evolution, Behavior and Systematics",748,217,73,1.046,0.973,Springer Nature,14383896
Science China Life Sciences,3.4,"83.0%
27/157
General Agricultural and Biological Sciences",2035,603,70,0.629,0.516,Zhongguo Kexue Zazhishe/Science in China Press,16747305
Shiyou Kantan Yu Kaifa/Petroleum Exploration and Development,3.4,"89.0%
18/162
Geotechnical Engineering and Engineering Geology",1093,324,55,2.423,1.945,Science Press,10000747
Tropical Plant Biology,3.4,"77.0%
83/362
Plant Science",304,90,71,1.015,0.568,Springer Nature,19359756
Wood Science and Technology,3.4,"88.0%
33/288
Industrial and Manufacturing Engineering",963,285,71,1.734,0.832,Springer Nature,437719
Animal Reproduction Science,3.3,"85.0%
49/336
Animal Science and Zoology",2872,873,66,1.403,0.854,Elsevier,3784320
Annals of Forest Science,3.3,"86.0%
18/131
Forestry",1248,380,74,1,0.939,Springer Nature,12864560
Aquatic Invasions,3.3,"83.0%
31/182
Water Science and Technology",847,258,76,0.798,0.673,Regional Euro-Asian Biological Invasions Centre,17986540
BMC Ecology,3.3,"78.0%
39/183
General Environmental Science",422,129,63,1.242,1.356,Springer Nature,14726785
Boreal Environment Research,3.3,"78.0%
9/40
Agricultural and Biological Sciences (miscellaneous)",619,185,70,0.944,0.806,Finnish Environment Institute,12396095
Bulletin of Mathematical Biology,3.3,"92.0%
23/309
General Mathematics",1460,446,67,0.999,0.809,Springer Nature,928240
Dose-Response,3.3,"78.0%
2/7
Chemical Health and Safety",543,165,66,0.655,0.429,International Dose-Response Society,15593258
Environmental Innovation and Societal Transitions,3.3,"92.0%
16/197
Social Sciences (miscellaneous)",223,67,64,1.652,1.581,Elsevier,22104224
Ethology,3.3,"84.0%
51/336
Animal Science and Zoology",1612,493,73,0.769,0.926,Wiley-Blackwell,1791613
European Journal of Soil Biology,3.3,"84.0%
19/120
Insect Science",953,288,71,1.27,0.876,Elsevier,11645563
Food and Function,3.3,"80.0%
47/238
Food Science",1438,434,62,1.06,1.128,Royal Society of Chemistry,20426496
Food Biophysics,3.3,"80.0%
48/238
Food Science",538,165,70,1.092,0.721,Springer Nature,15571858
Journal fur Ornithologie,3.3,"85.0%
50/336
Animal Science and Zoology",1747,533,75,0.994,1.122,Springer Nature,#N/A
Journal of Atmospheric and Oceanic Technology,3.3,"89.0%
10/88
Ocean Engineering",2060,627,70,1.367,1.586,American Meteorological Society,7390572
Journal of Fish Diseases,3.3,"90.0%
1/5
Veterinary (miscellaneous)",1405,428,71,0.813,0.698,Wiley-Blackwell,1407775
Journal of Fluorine Chemistry,3.3,"62.0%
24/62
Inorganic Chemistry",2908,872,68,0.942,0.844,Elsevier,221139
Journal of Food Protection,3.3,"80.0%
46/238
Food Science",3866,1160,68,1.08,1.101,International Association for Food Protection,0362028X
Journal of Sea Research,3.3,"72.0%
52/188
Aquatic Science",1236,378,73,1.084,0.932,Elsevier,13851101
Marine Geodesy,3.3,"71.0%
32/109
Oceanography",508,152,59,0.948,0.98,Taylor & Francis,1490419
New Astronomy,3.3,"80.0%
19/95
Instrumentation",1151,347,65,0.813,0.852,Elsevier,13841076
Oryx,3.3,"77.0%
24/106
Nature and Landscape Conservation",988,296,74,1.082,0.965,Cambridge University Press,306053
Oxford Review of Economic Policy,3.3,"84.0%
79/510
Economics and Econometrics",453,136,91,1.652,1.036,Oxford University Press,0266903X
Papers in Regional Science,3.3,"91.0%
50/561
Geography, Planning and Development",550,168,71,1.941,1.381,Wiley-Blackwell,10568190
Pure and Applied Geophysics,3.3,"69.0%
29/94
Geophysics",1615,496,73,1.322,1.046,Springer Nature,334553
Records of the Australian Museum,3.3,"99.0%
7/815
History",130,39,67,1.313,0.503,Australian Museum,671975
Reviews in Aquaculture,3.3,"81.0%
41/221
Management, Monitoring, Policy and Law",208,64,63,1.146,0.991,Wiley-Blackwell,17535123
Agricultural and Forest Entomology,3.2,"85.0%
20/131
Forestry",571,178,74,1.072,0.895,Wiley-Blackwell,14619555
Arthropod Systematics and Phylogeny,3.2,"80.0%
24/120
Insect Science",130,41,68,1.119,0.476,Staatliche Naturhistorische Sammlungen Dresden,18637221
Asian Economic Policy Review,3.2,"94.0%
21/383
Political Science and International Relations",236,73,96,1.564,0.542,Wiley-Blackwell,18328105
Biometrika,3.2,"91.0%
25/309
General Mathematics",998,308,66,1.945,4.304,Oxford University Press,63444
Clean Technologies and Environmental Policy,3.2,"79.0%
45/221
Management, Monitoring, Policy and Law",1064,336,69,1.112,0.642,Springer Nature,1618954X
Computers and Geosciences,3.2,"70.0%
65/221
Information Systems",3090,969,68,1.605,0.794,Elsevier,983004
Diseases of Aquatic Organisms,3.2,"70.0%
56/188
Aquatic Science",1731,539,69,0.924,0.831,Inter-Research Science Publishing,1775103
Ecology of Freshwater Fish,3.2,"72.0%
77/282
Ecology",768,238,75,1.071,0.98,Wiley-Blackwell,9066691
Environmental Fluid Mechanics,3.2,"82.0%
33/182
Water Science and Technology",420,133,69,0.796,0.512,Springer Nature,15677419
Experimental and Applied Acarology,3.2,"81.0%
23/120
Insect Science",1343,423,72,1.209,0.816,Springer Nature,1688162
Food and Nutrition Bulletin,3.2,"90.0%
51/561
Geography, Planning and Development",874,272,59,1.264,0.888,SAGE,3795721
Forest Pathology,3.2,"85.0%
19/131
Forestry",743,231,68,0.936,0.792,Wiley-Blackwell,14374781
Geologica Acta,3.2,"74.0%
51/200
Geology",393,122,68,1.01,0.794,Universitat de Barcelona,16956133
Hydrogeology Journal,3.2,"82.0%
32/182
Water Science and Technology",1565,493,69,1.562,1.159,Springer Nature,14312174
Interaction Studies,3.2,"94.0%
29/526
Language and Linguistics",287,91,79,0.73,0.721,John Benjamins Publishing Company,15720373
International Journal of Image and Data Fusion,3.2,"88.0%
20/167
General Earth and Planetary Sciences",262,81,54,1.779,1.032,Taylor & Francis,19479832
Journal of Animal Science,3.2,"84.0%
52/336
Animal Science and Zoology",7086,2193,63,1.319,1.211,American Society of Animal Science,218812
Journal of Applied Entomology,3.2,"82.0%
52/291
Agronomy and Crop Science",1141,362,73,0.88,0.779,Wiley-Blackwell,9312048
Journal of Medical Entomology,3.2,"89.0%
16/144
General Veterinary",2224,687,72,1.059,1.003,Oxford University Press,222585
Mathematical Medicine and Biology,3.2,"82.0%
71/399
Applied Mathematics",197,61,74,1.125,0.64,Oxford University Press,14778599
Norsk Geologisk Tiddsskrift,3.2,"74.0%
52/200
Geology",158,50,86,0.658,0.658,Norsk Geologisk Forening/Norwegian Geological Society,0029196X
Physics and Chemistry of the Earth,3.2,"68.0%
30/94
Geophysics",1553,489,74,1.023,0.672,Elsevier,14747065
Polar Science,3.2,"87.0%
21/167
General Earth and Planetary Sciences",417,129,73,0.697,0.506,Elsevier,18739652
Policy Sciences,3.2,"91.0%
15/181
General Social Sciences",222,70,70,1.059,0.866,Springer Nature,322687
Rangeland Ecology and Management,3.2,"84.0%
53/336
Animal Science and Zoology",987,308,68,1.265,1.153,Elsevier,15507424
Renewable Agriculture and Food Systems,3.2,"82.0%
51/291
Agronomy and Crop Science",410,130,77,1.034,0.58,Cambridge University Press,17421705
Rice,3.2,"82.0%
50/291
Agronomy and Crop Science",422,133,50,0.962,1.059,Springer Nature,19398425
Theoretical and Applied Climatology,3.2,"68.0%
31/96
Atmospheric Science",2345,723,72,1.214,1.032,Springer Nature,#N/A
Urban Studies,3.2,"95.0%
6/113
Urban Studies",2228,688,68,1.806,1.284,SAGE,420980
Acta Oecologica,3.1,"75.0%
27/106
Nature and Landscape Conservation",1117,360,71,0.915,0.995,Elsevier,1146609X
Annales Geophysicae,3.1,"78.0%
17/76
Earth and Planetary Sciences (miscellaneous)",2052,664,74,0.991,1.086,Copernicus,9927689
Biologia Plantarum,3.1,"86.0%
9/64
Horticulture",1287,413,72,1.049,0.702,Springer Nature,63134
Bulletin of the Peabody Museum of Natural History,3.1,"83.0%
57/336
Animal Science and Zoology",95,31,61,1.275,0.93,Peabody Museum of Natural History,0079032X
Earth System Science Data,3.1,"87.0%
22/167
General Earth and Planetary Sciences",182,58,69,1.224,N/A,Copernicus,18663508
Engineering Geology,3.1,"87.0%
20/162
Geotechnical Engineering and Engineering Geology",2043,657,66,2.192,1.263,Elsevier,137952
Fisheries Research,3.1,"69.0%
57/188
Aquatic Science",2564,820,72,1.162,1.049,Elsevier,1657836
"Flora: Morphology, Distribution, Functional Ecology of Plants",3.1,"76.0%
87/362
Plant Science",1283,410,71,1.119,0.794,Elsevier,3672530
Geographical Analysis,3.1,"90.0%
52/561
Geography, Planning and Development",267,85,79,1.584,1.013,Wiley-Blackwell,167363
Human and Experimental Toxicology,3.1,"55.0%
45/100
Health, Toxicology and Mutagenesis",1841,595,71,0.865,0.549,SAGE,9603271
Impact Assessment and Project Appraisal,3.1,"90.0%
55/561
Geography, Planning and Development",364,119,67,1.623,1.218,Taylor & Francis,14615517
Insect Conservation and Diversity,3.1,"78.0%
26/120
Insect Science",542,173,79,1.084,0.939,Wiley-Blackwell,1752458X
International Biodeterioration and Biodegradation,3.1,"79.0%
16/76
Waste Management and Disposal",2330,747,63,1.431,0.876,Elsevier,9648305
Italian Journal of Geosciences,3.1,"86.0%
23/167
General Earth and Planetary Sciences",396,128,75,0.907,0.74,Societa Geologica Italiana,20381719
Journal of Foraminiferal Research,3.1,"77.0%
20/86
Paleontology",291,95,74,1.152,1.089,Cushman Fondation for Foraminiferal Research,961191
Journal of Geochemical Exploration,3.1,"78.0%
6/25
Economic Geology",1391,453,73,1.499,0.882,Elsevier,3756742
Journal of Marine Research,3.1,"69.0%
34/109
Oceanography",364,118,70,0.831,1.059,Sears Foundation for Marine Research,222402
Journal of Reproduction and Development,3.1,"83.0%
56/336
Animal Science and Zoology",1288,410,73,0.937,0.828,IPEC Inc.,9168818
Journal of the International Society of Sports Nutrition,3.1,"77.0%
53/238
Food Science",523,171,64,1.067,0.586,Springer Nature,15502783
Marine and Coastal Fisheries,3.1,"69.0%
58/188
Aquatic Science",415,135,55,1.263,1.28,Wiley-Blackwell,19425120
Mathematical Geosciences,3.1,"95.0%
2/32
Mathematics (miscellaneous)",606,197,64,1.385,0.839,Springer Nature,18748961
Rock Mechanics and Rock Engineering,3.1,"87.0%
21/162
Geotechnical Engineering and Engineering Geology",1010,331,68,2.241,1.719,Springer Nature,7232632
Ticks and Tick-borne Diseases,3.1,"77.0%
27/120
Insect Science",677,219,68,0.951,1.04,Elsevier,1877959X
Weed Science,3.1,"81.0%
53/291
Agronomy and Crop Science",1018,329,70,1.321,0.982,Cambridge University Press,431745
Agronomy Journal,3,"80.0%
56/291
Agronomy and Crop Science",2439,820,69,1.231,0.943,"American Society of Agronomy, Inc.",21962
Astrophysics and Space Science,3,"55.0%
34/76
Space and Planetary Science",4107,1368,64,0.827,0.83,Springer Nature,0004640X
Avian Diseases,3,"81.0%
61/336
Animal Science and Zoology",1893,631,65,0.75,0.836,American Association of Avian Pathologists Inc.,52086
Avian Pathology,3,"82.0%
58/336
Animal Science and Zoology",893,293,67,1.282,1.067,Taylor & Francis,3079457
Biometrics,3,"81.0%
30/157
General Agricultural and Biological Sciences",1626,535,73,1.274,2.085,Wiley-Blackwell,0006341X
Current Zoology,3,"82.0%
59/336
Animal Science and Zoology",901,299,77,0.743,0.874,Oxford University Press,16745507
Earth and Environmental Science Transactions of the Royal Society of Edinburgh,3,"85.0%
25/167
General Earth and Planetary Sciences",224,74,61,1.066,1.029,Cambridge University Press,17556910
Environmental Monitoring and Assessment,3,"78.0%
47/221
Management, Monitoring, Policy and Law",7908,2607,69,1.404,0.689,Springer Nature,1676369
Environmental Politics,3,"89.0%
94/902
Sociology and Political Science",622,206,75,1.292,1.239,Taylor & Francis,9644016
European Journal of Phycology,3,"74.0%
94/362
Plant Science",414,138,67,1.12,0.935,Taylor & Francis,9670262
Folia Geobotanica,3,"75.0%
22/86
Paleontology",305,102,75,0.832,0.667,Springer Nature,12119520
Geographical Journal,3,"89.0%
57/561
Geography, Planning and Development",338,114,68,1.245,0.803,Wiley-Blackwell,167398
Geomicrobiology Journal,3,"76.0%
43/183
General Environmental Science",881,293,72,0.799,0.846,Taylor & Francis,1490451
International Journal for Numerical and Analytical Methods in Geomechanics,3,"86.0%
23/162
Geotechnical Engineering and Engineering Geology",1353,445,71,1.967,1.614,Wiley-Blackwell,3639061
International Journal of Astrobiology,3,"74.0%
20/76
Earth and Planetary Sciences (miscellaneous)",413,140,59,0.611,0.411,Cambridge University Press,14735504
International Review of Environmental and Resource Economics,3,"86.0%
17/120
Accounting",72,24,75,1.33,1.421,Now Publishers Inc.,19321465
Journal for Nature Conservation,3,"73.0%
29/106
Nature and Landscape Conservation",560,184,68,0.978,0.767,Elsevier,16171381
Journal of Insect Conservation,3,"82.0%
60/336
Animal Science and Zoology",1033,344,69,1.066,0.802,Springer Nature,1366638X
Journal of South American Earth Sciences,3,"74.0%
32/125
Earth-Surface Processes",1102,369,67,1.023,0.929,Elsevier,8959811
Marine Biodiversity,3,"68.0%
59/188
Aquatic Science",424,141,65,1.103,0.704,Springer Nature,18671616
Minerals Engineering,3,"86.0%
22/162
Geotechnical Engineering and Engineering Geology",2503,823,67,2.231,1.328,Elsevier,8926875
Mycopathologia,3,"81.0%
54/291
Agronomy and Crop Science",1337,442,72,1.053,0.672,Springer Nature,0301486X
New Forests,3,"84.0%
21/131
Forestry",676,223,80,1.311,0.936,Springer Nature,1694286
Nutrients,3,"77.0%
54/238
Food Science",1741,578,57,1.253,1.309,Multidisciplinary Digital Publishing Institute (MDPI),20726643
Palaeobiodiversity and Palaeoenvironments,3,"76.0%
21/86
Paleontology",324,107,77,0.697,0.738,Springer Nature,18671594
Petroleum Geoscience,3,"82.0%
14/77
Fuel Technology",353,117,62,1.244,0.882,Geological Society,13540793
Phycologia,3,"73.0%
97/362
Plant Science",647,219,67,1.169,0.86,Allen Press,318884
Plant Ecology,3,"73.0%
96/362
Plant Science",1807,607,72,0.938,0.95,Springer Nature,13850237
Reviews on Environmental Health,3,"83.0%
36/221
Health (social science)",299,101,59,0.566,0.568,Walter de Gruyter,487554
Scientific Online Letters on the Atmosphere,3,"66.0%
33/96
Atmospheric Science",340,114,82,0.662,0.791,Meteorological Society of Japan/Nihon Kisho Gakkai,13496476
Soil Use and Management,3,"81.0%
55/291
Agronomy and Crop Science",774,260,67,1.187,1.261,Wiley-Blackwell,2660032
Trees - Structure and Function,3,"83.0%
22/131
Forestry",1635,540,70,1.19,0.859,Springer Nature,9311890
Tunnelling and Underground Space Technology,3,"88.0%
17/143
Building and Construction",1261,415,67,2.757,1.502,Elsevier,8867798
"Water, Air, and Soil Pollution",3,"81.0%
34/182
Water Science and Technology",5015,1669,69,1.078,0.771,Springer Nature,496979
Anatomical Record,2.9,"62.0%
187/504
Ecology, Evolution, Behavior and Systematics",2260,789,71,0.718,0.745,Wiley-Blackwell,19328486
Antarctic Science,2.9,"69.0%
62/200
Geology",774,264,72,0.821,0.709,Cambridge University Press,9541020
Aquatic Ecology,2.9,"67.0%
62/188
Aquatic Science",567,194,71,0.996,0.716,Springer Nature,13862588
"Arctic, Antarctic, and Alpine Research",2.9,"73.0%
34/125
Earth-Surface Processes",594,205,63,0.825,0.776,University of Colorado,15230430
Australian Journal of Earth Sciences,2.9,"83.0%
28/167
General Earth and Planetary Sciences",656,230,72,0.65,0.805,Taylor & Francis,8120099
Carbon Balance and Management,2.9,"84.0%
26/167
General Earth and Planetary Sciences",131,45,58,0.765,0.814,Springer Nature,17500680
Crop Science,2.9,"80.0%
57/291
Agronomy and Crop Science",3339,1134,66,1.016,0.87,Crop Science Society of America,0011183X
Cultural Geographies,2.9,"98.0%
11/636
Cultural Studies",346,119,58,1.199,1.361,SAGE,14744740
Disasters,2.9,"90.0%
17/181
General Social Sciences",632,219,70,1.496,0.912,Wiley-Blackwell,3613666
Ecological Research,2.9,"64.0%
177/504
Ecology, Evolution, Behavior and Systematics",1322,450,70,1.056,0.856,Springer Nature,9123814
Entomologia Experimentalis et Applicata,2.9,"76.0%
29/120
Insect Science",1474,502,69,0.969,0.949,Wiley-Blackwell,138703
Environment and Urbanization,2.9,"93.0%
8/113
Urban Studies",390,134,63,1.458,1.107,SAGE,9562478
Environmental Toxicology and Pharmacology,2.9,"54.0%
46/100
Health, Toxicology and Mutagenesis",1744,594,63,0.949,0.689,Elsevier,13826689
European Journal of Wildlife Research,2.9,"77.0%
50/221
Management, Monitoring, Policy and Law",1315,451,74,0.981,0.736,Springer Nature,16124642
Facies,2.9,"73.0%
10/36
Stratigraphy",460,161,76,1.049,0.713,Springer Nature,1729179
Food Security,2.9,"85.0%
26/181
Development",402,141,60,1.191,0.674,Springer Nature,18764517
Integrative Zoology,2.9,"81.0%
64/336
Animal Science and Zoology",433,148,76,0.729,0.823,Wiley-Blackwell,17494877
International Journal of Plant Sciences,2.9,"72.0%
101/362
Plant Science",977,342,74,1.087,0.878,University of Chicago Press,10585893
International Journal of Tourism Research,2.9,"88.0%
64/561
Geography, Planning and Development",546,188,71,1.488,1.215,Wiley-Blackwell,10992340
Invertebrate Systematics,2.9,"64.0%
181/504
Ecology, Evolution, Behavior and Systematics",380,130,68,1.113,0.894,CSIRO,14455226
Journal of Animal Breeding and Genetics,2.9,"80.0%
65/336
Animal Science and Zoology",600,207,71,1.113,0.798,Wiley-Blackwell,9312668
Journal of Atmospheric and Solar-Terrestrial Physics,2.9,"67.0%
31/94
Geophysics",2491,862,68,1.105,0.984,Elsevier,13646826
Journal of Hydraulic Research/De Recherches Hydrauliques,2.9,"85.0%
33/224
Civil and Structural Engineering",992,337,67,1.721,1.037,Taylor & Francis,221686
Journal of Inclusion Phenomena and Macrocyclic Chemistry,2.9,"77.0%
55/238
Food Science",1835,631,69,0.63,0.447,Springer Nature,13883127
Journal of Morphology,2.9,"81.0%
63/336
Animal Science and Zoology",1282,438,74,0.918,0.786,Wiley-Blackwell,3622525
Journal of Plant Ecology,2.9,"72.0%
99/362
Plant Science",456,158,72,0.919,1.019,Oxford University Press,17529921
Journal of Plant Nutrition and Soil Science,2.9,"72.0%
100/362
Plant Science",1167,408,68,1.123,0.834,Wiley-Blackwell,14368730
Marine Genomics,2.9,"66.0%
64/188
Aquatic Science",330,115,70,0.742,0.712,Elsevier,18747787
Photogrammetric Record,2.9,"85.0%
6/39
Engineering (miscellaneous)",294,101,54,1.805,0.916,Wiley-Blackwell,0031868X
Physiological Entomology,2.9,"75.0%
30/120
Insect Science",560,191,68,0.935,0.773,Wiley-Blackwell,3076962
Plant Growth Regulation,2.9,"80.0%
58/291
Agronomy and Crop Science",1158,400,69,1.023,0.614,Springer Nature,1676903
Soil Dynamics and Earthquake Engineering,2.9,"85.0%
34/224
Civil and Structural Engineering",1829,626,63,2.167,1.448,Elsevier,2677261
Stratigraphy,2.9,"73.0%
23/86
Paleontology",185,64,73,0.489,0.575,Micropaleontology Press,1547139X
Transactions of the American Fisheries Society,2.9,"66.0%
63/188
Aquatic Science",1436,500,73,1.018,0.937,Wiley-Blackwell,28487
"Transportation Research, Part D: Transport and Environment",2.9,"79.0%
15/71
Transportation",1012,352,63,1.726,1.196,Elsevier,13619209
Urban Ecosystems,2.9,"91.0%
10/113
Urban Studies",551,191,73,0.977,0.844,Springer Nature,10838155
Water Alternatives,2.9,"93.0%
26/383
Political Science and International Relations",391,134,72,1.036,0.879,Water Alternatives Association,19650175
Wildlife Research,2.9,"76.0%
52/221
Management, Monitoring, Policy and Law",903,316,68,0.852,0.828,CSIRO,10353712
Zoology,2.9,"81.0%
62/336
Animal Science and Zoology",517,176,69,1.002,0.88,Elsevier,9442006
Applied Animal Behaviour Science,2.8,"80.0%
67/336
Animal Science and Zoology",1708,605,69,1.143,0.834,Elsevier,1681591
Aquaculture Research,2.8,"63.0%
69/188
Aquatic Science",2539,917,72,0.981,0.827,Wiley-Blackwell,1355557X
Aquatic Botany,2.8,"71.0%
103/362
Plant Science",941,339,69,1.164,0.702,Elsevier,3043770
